loan_id,call_disposition,ptp_date,ptp_amt
60182,cupiditate,quisquam,molestiae
56362,quam,accusantium,aliquam
68950,similique,libero,atque
59813,magni,sit,quas
22612,quo,aut,aperiam
32673,earum,sunt,quasi
91618,quos,reiciendis,facere
84713,optio,sapiente,ipsa
31942,dolorem,eveniet,commodi
27355,vitae,excepturi,ipsa
45001,aliquid,reiciendis,sunt
89966,voluptate,provident,enim
52001,dolor,voluptate,voluptas
37664,possimus,doloribus,autem
97130,dolor,numquam,ratione
65572,aspernatur,laborum,eius
51192,facere,officiis,repellat
74294,atque,placeat,facilis
32582,expedita,reiciendis,pariatur
83576,fuga,voluptatibus,modi
82319,fuga,laudantium,eos
79157,earum,soluta,harum
55031,vel,maxime,qui
18304,cum,impedit,laboriosam
94142,quidem,atque,beatae
86724,debitis,excepturi,magnam
93401,quia,eveniet,dolor
39551,autem,est,tenetur
79757,quidem,commodi,nesciunt
29091,accusamus,rerum,rem
61387,suscipit,quis,eveniet
67959,molestiae,amet,sed
18552,qui,quibusdam,facilis
39289,doloremque,quod,modi
19231,quibusdam,fuga,perspiciatis
39924,totam,commodi,aliquid
17662,facilis,error,doloribus
20147,animi,eveniet,quam
68793,cum,natus,sed
84191,earum,ab,quisquam
24001,a,quo,similique
24933,minima,officiis,eos
30985,voluptatem,reprehenderit,occaecati
59916,temporibus,dolorum,doloribus
47751,sit,blanditiis,voluptatum
22871,eligendi,porro,minus
44509,neque,tenetur,quia
91311,rem,minima,odio
69420,impedit,aspernatur,temporibus
88797,accusamus,dolor,deserunt
55333,at,eos,pariatur
37531,eligendi,molestias,totam
28928,tenetur,est,facere
10030,voluptatem,incidunt,repellendus
11379,voluptates,libero,minima
95420,saepe,dolor,illum
53555,doloremque,saepe,facilis
91874,reiciendis,quidem,repellendus
85948,minima,excepturi,aspernatur
67840,deleniti,sunt,nostrum
83804,iure,autem,consectetur
62136,qui,dicta,porro
29941,quos,voluptatum,adipisci
23692,minus,cumque,corporis
44839,quae,expedita,hic
95113,et,laboriosam,voluptas
42840,recusandae,suscipit,fuga
71437,tenetur,sit,porro
15593,optio,dolor,quia
15820,fugiat,velit,animi
36179,minima,incidunt,illo
85065,ut,ipsam,placeat
69771,numquam,autem,necessitatibus
59860,et,aspernatur,necessitatibus
81676,voluptate,animi,atque
29082,vel,deleniti,atque
62333,similique,sed,exercitationem
